title,description,price,quantity,status,userId,hash,updatedBy,isArchived,dateCreate,dateUpdate,categoryId
Deck Equipment 2176,Optimal design for modern vessels 3678,3140.94,40,Expired,3,4804a426-7118-42ac-8f48-1fb68530f3d1,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Propeller 826,Durable and built to last 309,9265.29,66,Removed,5,c85579df-5bf0-426e-a97d-92c32c17fb09,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Navigation System 713,Precision engineered for marine use 3733,5544.48,20,Removed,4,fd9634d6-e98d-4c7b-9e62-f19c203a33c2,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Propeller 842,Durable and built to last 653,742.08,61,Unpublished,2,80610ec6-5e52-4329-a01c-d1899219a459,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Propeller 145,Optimal design for modern vessels 4719,4034.42,21,Expired,4,626b3f3a-3d4e-4c50-a486-50b336f8c820,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Propeller 3313,Efficient and environmentally friendly 358,7812.67,9,ZeroStock,2,96b7a0ad-3d39-4089-8596-09e1c2b1004d,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Navigation System 1280,Durable and built to last 4228,6658.34,73,Published,3,6f774133-fa9c-462c-ae4e-fcc74ffa51f7,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Navigation System 3724,Efficient and environmentally friendly 1063,8004.07,35,ZeroStock,3,bbc9799c-855f-4209-8cb3-7c1468b5ee0a,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Deck Equipment 3130,Precision engineered for marine use 395,6253.28,37,Expired,5,41890aee-1b4e-4fac-875f-3fbd536b26c7,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Deck Equipment 4024,High performance with excellent reliability 1623,2940.35,5,Published,5,2ff9fefd-4e96-4218-83b9-90a95476e935,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Engine 4821,Durable and built to last 1357,1520.08,53,Published,3,f99150f6-1c10-41ae-be09-cff6f7d68bcc,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Deck Equipment 3531,State-of-the-art technology 1483,3852.58,79,ZeroStock,5,65df16ad-55ea-4296-aec1-2b1916b35bdf,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Hull 3043,Durable and built to last 1420,5886.32,91,Expired,2,561a011e-1182-4092-af4e-03b20a3d24bf,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Engine 168,Precision engineered for marine use 1494,1883.3,40,ZeroStock,2,f55eacd7-122c-4af3-adc4-33563e3397aa,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Fuel System 3283,High performance with excellent reliability 2825,2982.73,68,Expired,4,c9f083cd-284c-44b0-8b92-4c00fb641e1e,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Deck Equipment 699,Durable and built to last 3684,5077.79,79,Removed,4,c83d2d88-1ea2-4008-b6de-f7655e305648,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Engine 4318,Efficient and environmentally friendly 3115,3639.28,78,Unpublished,2,10248cb3-b1fd-4dc1-abb7-cee3901b8847,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Deck Equipment 927,Precision engineered for marine use 3386,5713.55,55,Unpublished,5,c5022389-f6c9-4762-b119-5150e4d7756e,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Propeller 1448,Precision engineered for marine use 4536,6223.49,80,Expired,3,c97a39ab-b48b-441e-a11a-fb52aae83955,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Fuel System 2322,State-of-the-art technology 4835,4584.8,28,Published,2,2dd1c49e-17a1-40c0-8d4d-4c368d8cdd5f,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Fuel System 4793,State-of-the-art technology 3024,6726.62,21,Expired,2,a496e69b-e48f-4e3f-a873-80680ed57b32,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Navigation System 2619,Durable and built to last 1049,4071.26,80,ZeroStock,2,3cfe2e3e-9f3a-49b7-8b6a-08ab7fb994fe,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Propeller 107,Durable and built to last 1571,8465.46,58,Published,2,bb703b88-0087-4026-b7c4-626ba4a40efb,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Fuel System 2393,Precision engineered for marine use 2359,6900.35,29,ZeroStock,4,13d5f702-c04b-40f8-9ff0-106e9fd762a0,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Hull 2890,Precision engineered for marine use 3963,9282.6,81,Expired,5,ed388136-1683-4671-9a61-4d8fda148b03,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Propeller 2604,Optimal design for modern vessels 1534,8325.83,71,Removed,4,cda94bfd-c6e5-4fb2-9c25-aedb99b5adcf,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Deck Equipment 2353,Precision engineered for marine use 556,8005.12,94,Unpublished,4,45accae4-4493-4d06-a768-96e033d4b1f9,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Propeller 1670,Optimal design for modern vessels 4326,4057.99,20,Removed,3,83924254-0bf2-490d-928a-3b3feb8fce82,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Deck Equipment 1380,Precision engineered for marine use 1229,6919.9,3,Expired,2,fb33dd3b-126b-4bdb-ab7b-a629b9c9a0f0,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Engine 850,High performance with excellent reliability 37,3617.34,51,Expired,2,17c1c4f8-21b6-4240-9ae1-5b1f8ab6014a,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Deck Equipment 3737,State-of-the-art technology 347,6547.95,3,ZeroStock,3,25c68cf0-36d6-4938-b3b8-f0625fb1ce26,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Deck Equipment 127,Precision engineered for marine use 24,2884.65,51,Unpublished,4,d0b611f1-9922-4213-b7dd-0b251ef7778c,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Fuel System 3052,Efficient and environmentally friendly 2206,7283.81,89,Expired,3,4e5951fb-1f5e-4a17-9e75-20604965350b,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Navigation System 1832,High performance with excellent reliability 2764,7484.07,84,ZeroStock,2,f37bef9f-e02d-470e-a9a5-9d2334180208,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Fuel System 87,Precision engineered for marine use 2293,3409.06,36,Published,5,ba2b1b49-51d8-4992-9f9b-90b34d107002,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Engine 2703,Precision engineered for marine use 413,1355.88,25,Unpublished,5,b5604f3c-0846-42b7-b173-a6005d16028c,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Navigation System 803,Durable and built to last 4225,6893.12,10,Expired,4,d726141d-fb30-42bb-9196-69b3d3ac0fed,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Engine 3538,Durable and built to last 1442,1156.65,44,Expired,3,9fa999ac-a5f8-493d-aeb2-7692d5bea147,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Navigation System 3253,Precision engineered for marine use 164,3370.33,71,Removed,4,f80b9a72-94ff-4a1d-b55a-3cee1b59b594,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Engine 3758,Efficient and environmentally friendly 841,1584.38,24,Expired,4,e92ff129-3ad5-4aaa-9af4-28f79bb008a6,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Engine 4151,State-of-the-art technology 4714,3178.71,92,Published,2,56dc79c9-8759-47e6-bbd4-dbc8305bdbaf,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Hull 796,Efficient and environmentally friendly 1943,7582.76,96,Removed,4,6a06dd74-70df-4ea0-a253-6baee242c39a,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Deck Equipment 125,Optimal design for modern vessels 3639,7076.34,9,Removed,3,5516250a-0b8a-4984-87bd-edfddd8b26ed,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Hull 1101,High performance with excellent reliability 4903,1702.72,75,ZeroStock,3,10f0984b-6fac-4b02-853b-1dc2599c5c3c,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Hull 3398,Optimal design for modern vessels 3992,603.98,54,Unpublished,5,4a9f062a-a1c3-422a-863e-12aa5dadc09c,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Fuel System 1401,Efficient and environmentally friendly 4655,8788.04,20,Published,4,ca387bf1-73e3-498d-a120-f10d8e8cbd49,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Engine 1387,Precision engineered for marine use 537,1706.07,56,Expired,5,9d3cc9cc-46ba-46a6-8900-3befd2a2f354,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Engine 2401,Efficient and environmentally friendly 4327,8298.38,24,Published,3,bd044e86-ae5e-4db8-93c5-1f6ed373c78d,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Engine 3163,Optimal design for modern vessels 2645,1662.08,38,Expired,2,82e222fa-6196-4a0a-8a36-a0920785f5ca,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Engine 4518,Optimal design for modern vessels 3399,9551.91,81,ZeroStock,4,68b3994b-2f4d-4798-9801-1da2d6229264,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Fuel System 141,Precision engineered for marine use 767,2957.79,17,ZeroStock,2,e52af3ce-6743-4223-a997-eb6d620d729a,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Engine 4020,Durable and built to last 46,4643.23,74,Expired,2,4baa6121-859a-4f13-af03-d115859741cd,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Navigation System 1547,Efficient and environmentally friendly 491,660.04,99,Unpublished,3,9495f625-b454-4351-b29a-a4ca63d7444a,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Navigation System 2370,State-of-the-art technology 2660,754.25,1,Expired,5,c00cf139-83dd-41c4-a5e9-3e14d1e67998,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Deck Equipment 1686,Efficient and environmentally friendly 3277,4612.64,65,Unpublished,4,2323c024-68fb-4fc8-b298-7d66d4c801b9,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Fuel System 859,Optimal design for modern vessels 1616,5900.98,85,Published,4,7b49324c-0c1f-4a84-b588-87b12a5b79cd,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Hull 3607,Precision engineered for marine use 3489,8812.65,59,Published,2,dd685297-4dd1-4980-9901-3c7cfa41683b,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Deck Equipment 123,High performance with excellent reliability 3484,8009.15,84,Removed,3,0ee17d6b-759a-4e4d-8f46-e7c77fc8053f,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Engine 4088,Durable and built to last 1664,9165.19,0,Published,5,4fc66e32-fde6-4825-8175-f1d8169fedf2,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Fuel System 1569,Durable and built to last 3232,1205.78,7,Expired,3,274eac1d-46ce-42b0-8182-7cb77719a439,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Engine 4316,High performance with excellent reliability 4846,3923.83,16,ZeroStock,2,548259fd-06df-4cb3-8ced-4626348943ce,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Engine 508,Precision engineered for marine use 676,1783.69,26,Published,5,05703ace-f420-4524-bbe2-77110e837877,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Fuel System 1368,High performance with excellent reliability 3588,6703.49,90,ZeroStock,3,c17dbc4d-27ed-459e-8e18-671d44b801f2,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Engine 3503,Precision engineered for marine use 2918,3022.84,88,ZeroStock,5,6fb919d8-7ad0-4749-8f6a-ea7ff26a0bc6,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Deck Equipment 3747,High performance with excellent reliability 1640,3823.93,8,Unpublished,5,ac8a3ce0-60f0-4dde-8c48-912253a70bd9,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Engine 2861,High performance with excellent reliability 365,5330.29,51,Removed,2,b620d564-f75c-42ca-83ee-9a2d0fa07d68,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Deck Equipment 3051,Efficient and environmentally friendly 27,9217.8,62,Published,2,9fd3fa3d-6b6b-4b89-a82d-6477bb1a0dda,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Engine 2916,High performance with excellent reliability 3891,1063.56,65,ZeroStock,4,51121f52-7806-452e-81b7-3ddd6780bbad,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Propeller 1050,Efficient and environmentally friendly 1760,3280.88,5,Expired,5,32bc128f-502d-4bd3-85e7-63fd26167b0a,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Engine 1479,Precision engineered for marine use 4651,9152.29,39,Unpublished,4,3275cc2e-56e6-490c-a035-0019251741f5,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Navigation System 4680,State-of-the-art technology 4232,5061.33,44,Published,2,16e240b0-7d23-47fc-a568-3ea276deec2b,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Navigation System 3031,State-of-the-art technology 4850,4056.16,90,Removed,3,88db6770-1786-4997-a83e-dc09704fc931,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Engine 2490,Optimal design for modern vessels 1963,2368.2,32,ZeroStock,4,f5c6b45d-ca90-4f74-8bd4-6e9945d780a5,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Fuel System 3478,Efficient and environmentally friendly 2368,5304.61,31,Expired,2,f65683b8-3652-461e-8a60-286e74ebebf9,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Navigation System 3940,Efficient and environmentally friendly 1980,993.6,36,Published,2,ac3eac13-290e-4314-8c4a-c706659a92e5,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Fuel System 1596,Durable and built to last 2003,2483.71,24,ZeroStock,2,4c80d6ea-6bb4-4998-a9d6-cdf071dee7ff,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Hull 3992,State-of-the-art technology 2767,7426.04,42,Published,2,9b67fab1-4e94-4cdf-a2b4-0fe25edce77b,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Hull 3541,Precision engineered for marine use 2254,4806.94,76,ZeroStock,3,1870e837-43b6-4e4b-9a3b-ab45fa073d93,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Deck Equipment 1350,Efficient and environmentally friendly 4583,4352.48,95,Unpublished,3,11917f4e-b741-4019-98e0-875ffbf4444c,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Fuel System 1397,Durable and built to last 4483,8823.05,48,Expired,5,5e157a79-f37f-4be7-b097-013d8275f700,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Propeller 4587,Optimal design for modern vessels 376,8315.54,64,Removed,2,627befe7-384a-4b74-abbe-5f49ee884b6d,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Deck Equipment 4925,Efficient and environmentally friendly 1526,5148.85,99,ZeroStock,2,41f3fada-2b9e-4b85-98d2-1ec1a0ae16cd,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Fuel System 2040,Precision engineered for marine use 1491,6454.73,41,Removed,5,e0ab5612-4dc7-4df2-9c20-333536b22227,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Navigation System 715,Precision engineered for marine use 4298,6048.11,59,Unpublished,5,06ae2b1a-7870-43df-9427-6fe3d84a7814,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Propeller 1790,State-of-the-art technology 1068,9464.84,81,Unpublished,4,5151d98d-ee7f-43b7-865a-be385ee3f1fc,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Deck Equipment 1598,Efficient and environmentally friendly 3633,4723.23,28,Unpublished,4,2f4849ca-7ab3-4c1f-b82f-512b62d84f2f,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Navigation System 3135,High performance with excellent reliability 1467,8421.2,80,ZeroStock,3,fb13eadf-1508-4315-9604-e35459073cda,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Hull 241,Durable and built to last 982,2010.8,65,ZeroStock,4,9c57456e-c245-4d93-9882-ae595fb26a88,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Fuel System 4940,High performance with excellent reliability 4016,4164.42,40,ZeroStock,5,69415b21-c18b-4cae-a648-8099d7eac5b1,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Navigation System 4828,Durable and built to last 4822,8724.08,17,Unpublished,3,8eaec871-a2f8-4583-98ff-823acfa3acf4,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Engine 4087,Optimal design for modern vessels 2201,4159.78,8,Removed,4,5a731508-e519-4426-8597-636a1d3d057c,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Propeller 1154,State-of-the-art technology 2292,9638.1,30,Removed,4,0c9d492f-a3cd-470f-94e4-c881b56cb2c9,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Engine 1755,High performance with excellent reliability 4722,1976.42,14,ZeroStock,4,3139d463-d959-42cf-a617-71105fff7a5a,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Propeller 967,State-of-the-art technology 4389,1227.96,54,ZeroStock,5,48965fc2-fdfa-4c4a-91fa-33861ed13120,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Fuel System 960,State-of-the-art technology 808,5442.59,64,Expired,3,d24bfd7d-94e9-4971-88b3-598f24cc46da,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Hull 4298,Precision engineered for marine use 4047,4929.65,31,Published,4,62fc2e5e-ae83-497c-aca1-8c0c8e2eb290,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Hull 136,Durable and built to last 3507,8959.32,1,Expired,2,10412822-2de8-43a4-9cf7-8b7f6c60deb7,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Propeller 2523,State-of-the-art technology 1928,2536.03,27,Unpublished,2,4a47479e-d61d-4380-9ec8-e1baef45f4e2,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Engine 172,Optimal design for modern vessels 2840,5526.3,21,Removed,5,9d78eace-e54c-4558-aff7-e7ca593ab38d,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Navigation System 4002,Efficient and environmentally friendly 2296,6227.67,56,Expired,3,18dc52de-712a-45f0-9d7b-29156ec4a5f0,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Navigation System 3719,Efficient and environmentally friendly 3366,6284.95,4,ZeroStock,2,3b0343d6-b92f-487c-88e3-f6507c1864d7,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Hull 1740,Efficient and environmentally friendly 3264,7442.15,80,ZeroStock,2,b62f58d2-3398-4239-bd63-27837b5f9b9f,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Hull 3927,Precision engineered for marine use 4080,4193.86,72,Unpublished,4,0ec6c588-6b54-449f-afdc-f2277279f769,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Navigation System 4760,Precision engineered for marine use 4681,5348.33,12,Removed,4,33189918-525e-45f5-aa73-434179a172d1,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Fuel System 2157,Precision engineered for marine use 3601,6308.98,29,Unpublished,3,3b865d0d-df35-4d3f-9a3c-df0e6b9c766a,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Navigation System 203,Durable and built to last 1403,7312.88,64,ZeroStock,2,493be894-46b6-4b27-8f05-eae30496753c,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Navigation System 4468,State-of-the-art technology 3353,7726.5,38,Unpublished,4,0ca42a6c-5cae-4e5d-821c-dabc7e9b5f94,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Fuel System 146,State-of-the-art technology 1988,241.29,75,Expired,2,23774150-3565-424c-acfb-4221d7b8b4b9,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Deck Equipment 4506,Precision engineered for marine use 4413,8956.5,89,Published,4,5d279d55-8520-4ec1-a045-f20529cb6d8c,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Fuel System 3004,Efficient and environmentally friendly 476,5103.01,41,Expired,3,073cbedb-96e1-48c9-acf7-e8bd25efb041,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Deck Equipment 742,High performance with excellent reliability 1010,1258.37,11,Removed,3,d76522e9-c2e6-4699-85b3-feed3b5fd24e,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Propeller 4394,Durable and built to last 1928,1343.11,55,Removed,4,996b8caf-057e-44c8-b2cf-95affb96841c,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Deck Equipment 1963,Optimal design for modern vessels 2125,9244.83,17,Published,5,f314e75c-a5ac-49ae-827c-aab61e19dc77,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Propeller 3714,Precision engineered for marine use 2438,690.49,35,Expired,3,2a3cfb02-96fa-4d02-8cc3-388c51f6950a,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Propeller 3064,Durable and built to last 2100,3853.66,61,Expired,3,360ef2ec-f55c-475e-9537-7d5af68c561e,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Hull 2341,Durable and built to last 1641,3946.36,87,Expired,4,b39fcd55-d2c9-47f4-b7a2-0a562171b358,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Navigation System 2238,High performance with excellent reliability 4924,4670.62,88,Expired,2,ee5e566c-c630-4e64-85f9-565cda6da7d6,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Propeller 4677,High performance with excellent reliability 2925,9402.14,31,ZeroStock,4,3ea68251-ab19-44eb-b419-16408a8948ff,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Propeller 2637,Efficient and environmentally friendly 2209,8022.15,83,Expired,4,60c3e076-2a00-4612-a80b-5a3e7e5e049a,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Fuel System 3507,Efficient and environmentally friendly 2197,7858.82,58,Unpublished,4,a7fa0916-dc3d-44df-8053-9cf0f59a30e9,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Engine 911,State-of-the-art technology 4322,7643.61,88,Expired,3,f9d6b66a-189e-4b7a-bb5b-eed96a5da3f9,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Propeller 4576,State-of-the-art technology 1149,5792.24,44,ZeroStock,5,8073820f-64f2-4da9-a8c6-24746570d75e,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Fuel System 509,Precision engineered for marine use 4903,1602.26,61,ZeroStock,5,345cf9fe-efeb-4c77-a99d-a78f2fa9fc7e,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Propeller 3881,Efficient and environmentally friendly 1116,7981.07,40,Published,2,6e5b7c3a-ac1e-4a39-8c80-707e12ad41ef,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Hull 1805,State-of-the-art technology 459,4917.39,21,Expired,3,d64beca0-5cbd-4f39-9053-6497f693c01d,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Fuel System 4079,High performance with excellent reliability 3701,4320.26,81,Removed,4,4a8590b6-960b-47d9-8cb1-60512d936b5f,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Hull 4843,Precision engineered for marine use 2316,1604.81,64,ZeroStock,5,137cd868-f719-412b-8c22-bb20cce8f9ff,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Engine 684,State-of-the-art technology 2701,1359.41,92,ZeroStock,5,0d2753db-0907-42e9-8adf-7dfa49ca2db3,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Deck Equipment 4726,State-of-the-art technology 1472,8066.08,2,Expired,4,66be2cb7-1dc0-43c1-9e85-52bcc041e0b5,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Fuel System 2422,State-of-the-art technology 132,3175.69,89,ZeroStock,5,1fcac882-b2c9-42b4-8a80-b1b0896b0734,5,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Deck Equipment 2701,Optimal design for modern vessels 2528,6501.03,31,Unpublished,4,dbe011b3-806b-4e75-9639-e126e7a9cb67,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,3
Hull 367,Durable and built to last 3798,6728.95,22,Published,4,b1abdb75-4ee8-4187-85d2-31ca619533c9,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,1
Deck Equipment 1242,Precision engineered for marine use 1150,1520.58,65,Removed,2,a7d560c0-8f2b-4b31-85f9-8d7b72c54a45,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
Fuel System 616,Efficient and environmentally friendly 4162,6964.58,66,Unpublished,4,22c652d5-4c54-4937-9658-99e057ccec41,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Hull 4048,Durable and built to last 592,6735.54,1,Published,4,6b092ef8-3c04-4e20-bab5-94ee40f29a3e,4,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,5
Navigation System 4141,State-of-the-art technology 267,1118.68,60,Expired,3,c7238148-012a-4198-94de-12719e9b21aa,3,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,2
Navigation System 3042,Precision engineered for marine use 3677,6367.45,30,Unpublished,2,95c9db5e-7c0e-43fa-8149-0503a1af4e6d,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,4
Deck Equipment 220,Optimal design for modern vessels 435,3084.65,11,Expired,2,931f84fe-58f6-4bf5-a778-5f531f2b4f31,2,False,2024-09-29 14:42:38.342024,2024-09-29 14:42:38.342024,6
